hotel_id,name,city,neighborhood,distance_km,price_per_night,rating,review_count,amenities,available_rooms
H8354,Best Western Busan Waterfront Lodge,Busan,Waterfront,22.0,524,5.0,11119,Yoga Studio|Kitchen|Balcony|Parking|Tennis Court|Airport Shuttle|Garden|Pet Friendly|Minibar|Wheelchair Accessible|Cinema Room|Hot Tub,20
H8355,Fraser Suites Edinburgh City Center Residence,Edinburgh,City Center,0.3,94,3.0,155,Parking|Wheelchair Accessible,15
H8356,Ritz-Carlton Adelaide Commercial Zone Hotel,Adelaide,Commercial Zone,20.3,23,2.1,946,Rooftop Lounge|Beach Access|Minibar,56
H8357,Best Western Mumbai Powai Boutique Hotel,Mumbai,Powai,2.1,296,4.6,2963,Yoga Studio|Hot Tub|Balcony|Concierge|Coworking Space|Pool|Garden|Beach Access|Airport Shuttle|Business Center,78
H8358,Marriott Boutique Hotel Mexico City,Mexico City,Suburbs,14.1,73,3.3,3722,Parking|Airport Shuttle|Sauna|Pool,36
H8359,Shilla Plaza Kuwait City,Kuwait City,Suburbs,14.3,141,4.2,3690,Room Service|Library|WiFi|Safe|Wheelchair Accessible|Cinema Room,7
H8360,Emaar Hospitality Airport Hotel Warsaw,Warsaw,Residential Area,29.4,68,3.1,4117,Restaurant|Rooftop Lounge|WiFi|Gym|Beach Access|Coworking Space,39
H8361,Belmond Vancouver City Center Suites,Vancouver,City Center,22.2,141,4.1,4212,EV Charging|Breakfast Included|Coworking Space|24hr Front Desk|Pool|Parking|Concierge,9
H8362,Grand Hyatt Inn New York,New York,Upper East Side,15.7,64,4.1,1939,Concierge|WiFi|Breakfast Included|24hr Front Desk|Pool,74
H8363,ibis Plaza Bahrain,Bahrain,Business District,28.0,435,4.8,2157,Kitchen|Wheelchair Accessible|Library|Hot Tub|Spa|Kids Club|Yoga Studio|Non-Smoking|Pet Friendly|Restaurant|Parking|Airport Shuttle|Gym|Breakfast Included,17
H8364,Waldorf Astoria Portland Business District Inn,Portland,Business District,11.2,198,4.7,8548,Business Center|Bar|Tennis Court|Sauna|Beach Access|Balcony|Spa,38
H8365,Movenpick Chicago Suburbs Inn,Chicago,Suburbs,7.8,95,3.2,3252,24hr Front Desk|Bar|Beach Access|Yoga Studio,16
H8366,Corinthia Residence Beijing,Beijing,Commercial Zone,25.0,373,3.7,4435,Library|Safe|Minibar|EV Charging|Restaurant|Yoga Studio|Parking|Rooftop Lounge,11
H8367,Westin Charlotte Residential Area Grand,Charlotte,Residential Area,26.4,70,3.4,1162,Bar|Pool,26
H8368,Pan Pacific Plaza Dhaka,Dhaka,Downtown,2.7,965,4.2,1687,Cinema Room|Pool|Library|Room Service|Kids Club|Laundry|Rooftop Lounge|Gym|Bar|Kitchen|Safe|Golf Course|Tennis Court|Business Center|Sauna,2
H8369,Wyndham Inn Cape Town,Cape Town,Old Town,27.1,424,3.7,6359,Bar|Rooftop Lounge|Laundry|Tennis Court|EV Charging|Business Center|Cinema Room|Airport Shuttle|Parking,72
H8370,Melia Sapporo Airport Area Tower,Sapporo,Airport Area,26.3,325,3.5,1673,Parking|Kids Club|Restaurant|Non-Smoking|Sauna|Tennis Court|Laundry|Breakfast Included|Kitchen|Coworking Space,78
H8371,Peninsula Residence Sapporo,Sapporo,Old Town,31.4,36,3.5,1748,Concierge|Non-Smoking|Room Service|Minibar|Kids Club,80
H8372,Tokyu Frankfurt Nordend Hotel,Frankfurt,Nordend,28.2,50,3.3,1194,Breakfast Included|Yoga Studio,61
H8373,Mandarin Oriental Budapest Commercial Zone Airport Hotel,Budapest,Commercial Zone,3.5,474,4.8,14249,Kids Club|Beach Access|Non-Smoking|Safe|Garden|Pet Friendly|Pool|Gym|Minibar|Kitchen,50
H8374,Kempinski Toronto City Center Beach Resort,Toronto,City Center,33.3,69,3.3,3102,Rooftop Lounge|EV Charging|Kids Club|Airport Shuttle|Room Service,72
H8375,Rocco Forte Suites Amsterdam,Amsterdam,Noord,22.9,176,3.3,4474,Breakfast Included|Coworking Space|Library|EV Charging|Gym|Golf Course,28
H8376,Anantara Hotel Shenzhen,Shenzhen,Airport Area,2.2,394,4.6,1448,Gym|Rooftop Lounge|Golf Course|Cinema Room|Coworking Space|Breakfast Included|Parking|Room Service|Sauna|Pet Friendly,8
H8377,Hampton Inn Plaza Muscat,Muscat,Waterfront,12.4,471,4.5,1164,Safe|Yoga Studio|Wheelchair Accessible|Golf Course|Breakfast Included|Parking|Non-Smoking|Minibar|Spa|EV Charging|Business Center|Pool,46
H8378,Jumeirah Adelaide Old Town Inn,Adelaide,Old Town,10.2,135,3.9,398,Room Service|Kids Club|Tennis Court|Bar,45
H8379,Accor Santiago Suburbs Grand,Santiago,Suburbs,22.7,95,2.2,741,Tennis Court|Laundry|Parking,13
H8380,DoubleTree Airport Hotel Tahiti,Tahiti,Airport Area,16.4,371,4.7,9141,Laundry|Hot Tub|Concierge|EV Charging|Non-Smoking|WiFi|Rooftop Lounge,76
H8381,W Hotel Bali Downtown Grand,Bali,Downtown,30.4,104,4.3,1013,EV Charging|Kitchen|Wheelchair Accessible|Balcony,62
H8382,Accor Vancouver Waterfront Inn,Vancouver,Waterfront,13.1,354,3.5,6668,Garden|Business Center|Airport Shuttle|Gym|Concierge|WiFi|Yoga Studio,7
H8383,Sheraton Lodge Rio de Janeiro,Rio de Janeiro,City Center,17.8,405,3.9,2110,Golf Course|Airport Shuttle|Safe|Pool|Rooftop Lounge|Bar|Kids Club|Breakfast Included,25
H8384,Novotel Lodge Bangalore,Bangalore,Waterfront,20.7,195,3.3,4921,Sauna|Room Service|Concierge|Minibar|Spa,62
H8385,Hyatt Lima Airport Area Resort,Lima,Airport Area,27.4,48,2.3,664,Coworking Space|Pool,12
H8386,Anantara Beach Resort Milan,Milan,Waterfront,18.9,444,3.6,480,Coworking Space|Pool|Balcony|Parking|EV Charging|Sauna|Kitchen|Business Center,71
H8387,Taj Boutique Hotel Osaka,Osaka,Business District,31.9,371,4.0,1361,Parking|Kitchen|Concierge|Golf Course|WiFi|Beach Access,20
H8388,Minor Hotels Lodge Santiago,Santiago,Waterfront,20.9,175,3.6,2322,Parking|Wheelchair Accessible|Kitchen|Bar,2
H8389,Dusit Thani Suites Portland,Portland,Downtown,15.1,742,4.3,9308,Balcony|Breakfast Included|Safe|Rooftop Lounge|Laundry|Spa|Sauna|Business Center|EV Charging|Beach Access|Library,27
H8390,Westin Cape Town Business District Grand,Cape Town,Business District,14.3,645,4.3,7841,Cinema Room|Parking|Golf Course|Pet Friendly|Business Center|Yoga Studio|Kids Club|Restaurant|Balcony|Kitchen|Safe|Non-Smoking|Tennis Court|Rooftop Lounge,34
H8391,Four Seasons Plaza Sapporo,Sapporo,Business District,10.7,910,4.5,14258,Sauna|Airport Shuttle|Pool|Parking|Room Service|Minibar|Gym|Business Center|Garden|Rooftop Lounge|Restaurant|Library,60
H8392,Westin Palace Dallas,Dallas,Airport Area,22.7,307,4.2,13487,Pet Friendly|Breakfast Included|Library|Non-Smoking|Gym|Kitchen|Parking|Restaurant|Pool|Business Center|Bar|Golf Course|Wheelchair Accessible|Tennis Court|Kids Club|24hr Front Desk,45
H8393,Park Hyatt Tower Austin,Austin,Residential Area,7.4,391,4.5,1692,EV Charging|Gym|Pool|Non-Smoking|Kids Club|Yoga Studio|Golf Course|Breakfast Included,63
H8394,ibis Adelaide University Area Tower,Adelaide,University Area,34.9,221,4.8,2684,Sauna|Golf Course|Cinema Room|Restaurant|Rooftop Lounge|Yoga Studio|Pool|EV Charging|Kitchen,29
H8395,JW Marriott Residence Rome,Rome,Trastevere,9.8,199,4.8,8913,Kids Club|Safe|Garden|Sauna|Kitchen|Library,39
H8396,Oberoi Inn Seoul,Seoul,Hongdae,32.2,411,4.3,1929,WiFi|Gym|Coworking Space|Wheelchair Accessible|Tennis Court|Kitchen|Garden|Rooftop Lounge|Room Service|Pet Friendly|24hr Front Desk|Concierge,64
H8397,Aman Oslo Residential Area Lodge,Oslo,Residential Area,0.4,127,4.0,3464,Cinema Room|Yoga Studio|Breakfast Included|Non-Smoking,67
H8398,Melia Lodge Chicago,Chicago,Old Town,15.7,187,3.9,5040,Balcony|Coworking Space|Restaurant|Hot Tub|Sauna|Minibar|Tennis Court|Business Center|WiFi|Room Service|Yoga Studio|Spa,64
H8399,Conrad Boutique Hotel Abu Dhabi,Abu Dhabi,Airport Area,3.4,114,3.5,4415,Garden|Balcony|Beach Access|Concierge|Business Center|Hot Tub|Restaurant|Airport Shuttle,46
H8400,One&Only Collection Vienna,Vienna,Airport Area,5.5,643,4.2,5393,Cinema Room|Hot Tub|Safe|Restaurant|Bar|Tennis Court|Kids Club|Minibar|Airport Shuttle|Golf Course|Spa|Coworking Space|Balcony,3
H8401,Citadines Lodge Anchorage,Anchorage,University Area,15.6,161,4.2,2525,Beach Access|Kitchen|Tennis Court|Non-Smoking,64
H8402,One&Only Nadi City Center Grand,Nadi,City Center,23.8,358,4.1,2550,Garden|Room Service|Yoga Studio|Laundry|Tennis Court|Rooftop Lounge|Airport Shuttle|EV Charging|WiFi|Minibar|Parking|Hot Tub|Library,24
H8403,FIVE Hotels Toronto University Area Resort,Toronto,University Area,2.0,120,3.2,2268,Kitchen|Parking|Golf Course|Yoga Studio|Non-Smoking|WiFi|Library,47
H8404,Dusit Thani Xi'an Commercial Zone Suites,Xi'an,Commercial Zone,7.7,155,3.6,3621,Kids Club|Concierge|Spa|Minibar|Non-Smoking|Cinema Room|Sauna,75
H8405,Swissotel Resort Frankfurt,Frankfurt,Nordend,15.7,133,3.8,4860,Minibar|Pet Friendly|Breakfast Included|Garden|Room Service|Non-Smoking,78
H8406,Four Seasons City Hotel Boston,Boston,Residential Area,0.6,642,4.6,9160,Kids Club|Airport Shuttle|Garden|Wheelchair Accessible|Room Service|Spa|Sauna|Beach Access|Gym|Breakfast Included|Yoga Studio|Tennis Court|Restaurant|Safe|Bar,11
H8407,Emaar Hospitality Boutique Hotel Anchorage,Anchorage,Old Town,13.4,242,4.2,8874,Balcony|Gym|Hot Tub|24hr Front Desk|Beach Access|Non-Smoking|Minibar|Wheelchair Accessible|Room Service|Parking,20
H8408,Mercure Plaza Mexico City,Mexico City,City Center,11.0,84,3.9,880,Business Center|Non-Smoking|Room Service|Minibar|Laundry|Hot Tub|Spa|Gym,6
H8409,APA Hotel Cairo Waterfront Inn,Cairo,Waterfront,17.1,202,4.1,5646,Concierge|Beach Access|Balcony|Sauna|Pet Friendly|Safe|Parking|Library|Bar|Restaurant|WiFi,11
H8410,Waldorf Astoria Palace Shanghai,Shanghai,Commercial Zone,34.2,173,3.8,1356,Laundry|Airport Shuttle|Tennis Court|EV Charging|Breakfast Included|Balcony,56
H8411,Dormy Inn Tel Aviv Commercial Zone City Hotel,Tel Aviv,Commercial Zone,2.6,239,3.7,9560,Pool|Pet Friendly|Golf Course|Bar|Cinema Room|Sauna|Hot Tub|Breakfast Included|EV Charging,74
H8412,Westin Portland Suburbs Hotel,Portland,Suburbs,14.5,446,4.6,5211,Spa|Coworking Space|Restaurant|Airport Shuttle|Minibar|Golf Course|Sauna|Laundry|Breakfast Included,9
H8413,Sheraton Airport Hotel Dublin,Dublin,University Area,18.6,196,4.4,9548,EV Charging|Airport Shuttle|Hot Tub|Garden|WiFi|Coworking Space|24hr Front Desk|Concierge|Laundry|Kids Club|Kitchen,12
H8414,Pullman Lodge Kuwait City,Kuwait City,Commercial Zone,24.2,200,3.5,3959,Coworking Space|Hot Tub|Gym|Business Center|Non-Smoking|Yoga Studio|Beach Access|24hr Front Desk,9
H8415,Renaissance Plaza San Diego,San Diego,Suburbs,6.7,403,4.6,954,Breakfast Included|Concierge|Spa|Kids Club|Library|Garden|Cinema Room|Hot Tub|24hr Front Desk|Pet Friendly,80
H8416,Shilla Johannesburg City Center Resort,Johannesburg,City Center,27.8,62,2.3,1363,EV Charging|Sauna|Garden|Coworking Space,35
H8417,Taj Collection London,London,Covent Garden,5.3,186,4.3,1011,Yoga Studio|Coworking Space|Library|Golf Course|Business Center|Airport Shuttle|Kids Club|Gym,72
H8418,Jumeirah Residence Prague,Prague,Business District,16.4,91,4.2,903,Tennis Court|Business Center|Airport Shuttle|Parking|Spa|Hot Tub,68
H8419,Westin Tower St Louis,St Louis,Residential Area,0.5,150,4.2,3143,Garden|Wheelchair Accessible|Room Service|Laundry|Kitchen|Tennis Court|Sauna,69
H8420,Emaar Hospitality Lodge Mexico City,Mexico City,City Center,4.7,283,4.1,2328,Sauna|Room Service|WiFi|Spa|Wheelchair Accessible|Laundry|Safe|Beach Access|Breakfast Included|Golf Course,68
H8421,Radisson Dar es Salaam Waterfront Hotel,Dar es Salaam,Waterfront,34.9,164,3.2,905,Restaurant|Pool|Wheelchair Accessible|Non-Smoking,68
H8422,Ramada Tower Minneapolis,Minneapolis,University Area,33.5,84,3.9,1846,Kitchen|Sauna|EV Charging|Laundry,0
H8423,Hampton Inn Beach Resort Cancun,Cancun,Waterfront,6.5,379,5.0,500,Airport Shuttle|Garden|Parking|WiFi|Balcony|Non-Smoking|Coworking Space|Bar|Beach Access|Gym|Pool|Yoga Studio|24hr Front Desk|Golf Course|Pet Friendly|Kids Club,44
H8424,Wyndham Boutique Hotel Atlanta,Atlanta,Waterfront,28.7,334,4.1,5481,Balcony|Wheelchair Accessible|Sauna|WiFi|Hot Tub|Concierge,9
H8425,Crowne Plaza Chennai Commercial Zone City Hotel,Chennai,Commercial Zone,21.6,462,4.8,1716,Sauna|Pool|Yoga Studio|Restaurant|Business Center|Tennis Court|Non-Smoking|Laundry,16
H8426,Peninsula Plaza Cairo,Cairo,Residential Area,9.5,186,3.0,4949,Cinema Room|Pet Friendly|Balcony|Beach Access|Pool|Kids Club|Room Service,43
H8427,Hilton Delhi Connaught Place Grand,Delhi,Connaught Place,7.2,445,4.4,6466,Business Center|Non-Smoking|Cinema Room|Beach Access|Coworking Space|Rooftop Lounge|Balcony,10
H8428,Paramount Beach Resort Toronto,Toronto,University Area,23.0,116,3.6,2611,Concierge|Pet Friendly|Garden|WiFi|Laundry|Non-Smoking|24hr Front Desk|Beach Access,37
H8429,Swissotel Bangkok Ratchathewi City Hotel,Bangkok,Ratchathewi,28.5,111,4.8,3716,Balcony|EV Charging|Tennis Court|Wheelchair Accessible|Hot Tub|Minibar|Cinema Room|Kitchen|Pet Friendly,27
H8430,Dorchester Collection Suites Munich,Munich,Business District,5.7,328,4.4,9028,WiFi|Concierge|Gym|Balcony|Hot Tub|Room Service|Breakfast Included|Parking|Pool|Kids Club,67
H8431,Radisson Doha Downtown Lodge,Doha,Downtown,10.5,63,2.2,712,Beach Access|Breakfast Included|Balcony,3
H8432,Shangri-La City Hotel Milan,Milan,City Center,19.0,68,4.1,4923,Garden|Gym|Breakfast Included|Rooftop Lounge,62
H8433,APA Hotel Grand Suva,Suva,Downtown,9.8,141,4.5,7583,Kitchen|Room Service|Business Center|Coworking Space|Hot Tub|Cinema Room|Pet Friendly|Airport Shuttle|Laundry|24hr Front Desk,78
H8434,Best Western Suites Minneapolis,Minneapolis,Waterfront,23.1,42,2.7,485,Concierge|Room Service|Rooftop Lounge|Balcony|Safe,77
H8435,Melia Lodge Paris,Paris,Montmartre,25.8,79,2.5,417,WiFi|Rooftop Lounge,46
H8436,Rosewood Suites Los Angeles,Los Angeles,Koreatown,27.4,185,4.1,1192,Hot Tub|Non-Smoking|EV Charging|Tennis Court,47
H8437,JW Marriott Boutique Hotel Dublin,Dublin,Business District,14.9,149,3.6,2362,WiFi|Golf Course|Gym|24hr Front Desk|Sauna|Room Service|Pool|Spa|Library|Yoga Studio,57
H8438,DoubleTree Tampa Old Town Beach Resort,Tampa,Old Town,4.7,1121,4.7,5542,Concierge|Wheelchair Accessible|Business Center|Sauna|Cinema Room|Airport Shuttle|Hot Tub|Balcony|24hr Front Desk|Bar|Breakfast Included|Restaurant|Rooftop Lounge|EV Charging|Library,56
H8439,Ritz-Carlton Resort Osaka,Osaka,Suburbs,8.9,349,4.6,9292,Cinema Room|Sauna|Yoga Studio|Hot Tub|Bar|Spa|Pet Friendly,35
H8440,InterContinental City Hotel Bali,Bali,University Area,10.0,244,3.5,2840,Tennis Court|EV Charging|Gym|Laundry|Minibar|Room Service|Sauna|Pool|24hr Front Desk|Rooftop Lounge,60
H8441,Oberoi City Hotel Jakarta,Jakarta,Airport Area,12.9,1096,4.4,3133,Minibar|Sauna|Tennis Court|Yoga Studio|Laundry|Room Service|Wheelchair Accessible|Non-Smoking,18
H8442,Ritz-Carlton Residence Kuwait City,Kuwait City,Business District,24.5,66,3.3,321,Kids Club|Garden|Sauna|Safe|EV Charging|Rooftop Lounge,5
H8443,Rocco Forte Suites Mumbai,Mumbai,Fort,0.6,112,4.2,4338,Hot Tub|Kitchen|Yoga Studio|24hr Front Desk|Concierge|Gym|Safe|Pet Friendly,23
H8444,Melia Beach Resort Cebu,Cebu,Business District,17.3,469,4.1,10298,Concierge|24hr Front Desk|Golf Course|Library|Airport Shuttle|Safe|Parking|Kitchen|Hot Tub|Cinema Room|Non-Smoking,10
H8445,Sheraton Zurich Suburbs Hotel,Zurich,Suburbs,15.7,52,4.2,4063,Kitchen|Parking|Library|Garden|Spa|Room Service|Laundry|WiFi,37
H8446,St Regis Beach Resort Vienna,Vienna,Business District,2.4,347,4.0,7818,Gym|24hr Front Desk|Minibar|Hot Tub|Sauna|Pet Friendly,79
H8447,Atlantis Beach Resort Jakarta,Jakarta,Business District,28.4,211,4.3,1091,Hot Tub|Wheelchair Accessible|Pool|Business Center|Parking|WiFi|Coworking Space|Balcony|Tennis Court|Sauna,45
H8448,Hilton Nashville City Center Boutique Hotel,Nashville,City Center,10.7,467,4.0,6699,Golf Course|Breakfast Included|EV Charging|Laundry|Pet Friendly|Balcony,56
H8449,Taj Hotel Budapest,Budapest,Residential Area,25.8,125,3.8,1945,Kitchen|Restaurant|Bar|Garden|Golf Course|Wheelchair Accessible,31
H8450,Renaissance New York Harlem Palace,New York,Harlem,17.4,245,3.8,9624,Sauna|Safe|Breakfast Included|WiFi|Kitchen|Library|Parking|Coworking Space|24hr Front Desk|Beach Access|Room Service,80
H8451,Radisson Palace Dubai,Dubai,Palm Jumeirah,5.3,285,5.0,4654,Garden|Restaurant|Business Center|Coworking Space|Rooftop Lounge|Airport Shuttle|Tennis Court|Pet Friendly|Gym|Golf Course|24hr Front Desk|Yoga Studio|Non-Smoking|WiFi|Library,60
H8452,Mercure Plaza New York,New York,Harlem,11.7,196,3.9,1429,Room Service|Garden|24hr Front Desk|Beach Access|Gym,9
H8453,Rotana Palace San Diego,San Diego,City Center,34.4,170,3.2,4066,Concierge|Room Service|Breakfast Included|Rooftop Lounge|Business Center|Coworking Space|Airport Shuttle|Parking,42
H8454,JW Marriott Lagos Residential Area Tower,Lagos,Residential Area,6.6,27,3.4,1595,Hot Tub|WiFi|Restaurant,34
H8455,Dorchester Collection Suites Rome,Rome,EUR,19.3,869,4.7,13395,Beach Access|Kids Club|Business Center|Cinema Room|Wheelchair Accessible|Tennis Court|Restaurant|Library|Balcony|Gym|Spa,18
H8456,Mandarin Oriental Suites Taipei,Taipei,Suburbs,13.1,415,3.8,2826,Restaurant|Rooftop Lounge|Beach Access|WiFi|Balcony|EV Charging|Room Service|Non-Smoking|Minibar|Wheelchair Accessible,67
H8457,ibis Collection Dar es Salaam,Dar es Salaam,Old Town,4.1,78,4.1,4727,Tennis Court|WiFi|Pool|Spa|Business Center|Breakfast Included|Garden|Coworking Space,56
H8458,Fraser Suites Suites Hyderabad,Hyderabad,Business District,14.7,55,2.8,1065,Airport Shuttle|Breakfast Included,77
H8459,Conrad Boutique Hotel Bangalore,Bangalore,Suburbs,32.8,164,3.5,1181,Laundry|Coworking Space|Bar|Restaurant,1
H8460,Melia Suites Mauritius,Mauritius,City Center,27.5,149,3.5,952,Spa|EV Charging|Airport Shuttle|Golf Course|Kids Club|Gym|Pool|Minibar,47
H8461,Rotana City Hotel Moscow,Moscow,Waterfront,1.3,730,4.1,5199,24hr Front Desk|Pet Friendly|WiFi|Pool|Wheelchair Accessible|Kids Club|EV Charging|Minibar|Garden|Cinema Room,34
H8462,Sheraton Tower Guangzhou,Guangzhou,City Center,21.9,244,4.3,5643,Hot Tub|Kitchen|Beach Access|Yoga Studio|Library|Breakfast Included|Coworking Space|Balcony|Tennis Court|Laundry|Golf Course|Cinema Room|Sauna|Garden|EV Charging|Business Center,51
H8463,Ascott Palace Nadi,Nadi,Residential Area,5.9,91,3.6,1619,Coworking Space|Restaurant|Yoga Studio,75
H8464,Rosewood Santiago Residential Area Resort,Santiago,Residential Area,30.0,102,4.2,2038,Breakfast Included|Library|Safe|WiFi|Golf Course|Rooftop Lounge|Room Service,54
H8465,Citadines Inn Austin,Austin,Waterfront,22.9,223,3.5,1654,Restaurant|Pet Friendly|Parking|Safe|Gym|Business Center|Kitchen|Library|Garden,50
H8466,Hilton Tokyo Ueno City Hotel,Tokyo,Ueno,14.6,324,3.9,4697,Kids Club|Balcony|Non-Smoking|Laundry|Breakfast Included|Golf Course,22
H8467,Pan Pacific Airport Hotel Lagos,Lagos,Old Town,24.2,274,4.2,5674,Breakfast Included|Minibar|Business Center|Non-Smoking|Pet Friendly|Pool|Cinema Room|24hr Front Desk|Tennis Court|Wheelchair Accessible|Room Service,33
H8468,Jumeirah Plaza Shanghai,Shanghai,Suburbs,22.9,469,4.3,2998,Tennis Court|Cinema Room|Hot Tub|Kitchen|Laundry|Restaurant,26
H8469,ibis Palace Stockholm,Stockholm,Downtown,3.2,167,3.8,5745,Rooftop Lounge|Bar|Spa|Sauna|Gym|Beach Access|EV Charging,2
H8470,FIVE Hotels Abu Dhabi Downtown Plaza,Abu Dhabi,Downtown,29.1,65,3.3,3086,Golf Course|Parking|Beach Access|Airport Shuttle|Hot Tub|Garden,40
H8471,Kempinski Residence Amsterdam,Amsterdam,Oud-West,6.2,413,4.6,6073,Rooftop Lounge|Spa|Business Center|EV Charging|Safe|24hr Front Desk,57
H8472,Pullman Airport Hotel Dallas,Dallas,Downtown,31.3,336,5.0,4371,Tennis Court|Coworking Space|Pet Friendly|WiFi|Business Center|24hr Front Desk|Balcony|Beach Access|Library|Room Service|Laundry|Garden|Bar|Concierge|Safe,51
H8473,Fraser Suites Palace Bangkok,Bangkok,Chinatown,11.1,431,4.1,6705,Concierge|Rooftop Lounge|WiFi|Room Service|Parking|Kids Club|Golf Course,36
H8474,Dormy Inn Grand Copenhagen,Copenhagen,Business District,34.4,226,4.5,5259,Laundry|Non-Smoking|Spa|Rooftop Lounge|Balcony|Safe|Sauna|Concierge|Pool,54
H8475,Waldorf Astoria Plaza Brisbane,Brisbane,Suburbs,10.6,199,3.6,173,Pool|Kitchen|Wheelchair Accessible|24hr Front Desk|Concierge|Hot Tub,76
H8476,St Regis San Francisco Pacific Heights Collection,San Francisco,Pacific Heights,4.5,190,4.3,4348,Pool|Yoga Studio|Parking|Bar|EV Charging|Coworking Space|Restaurant|Non-Smoking,13
H8477,Mercure San Francisco SOMA Collection,San Francisco,SOMA,4.5,224,4.7,5056,Sauna|WiFi|Spa|Room Service|Kitchen|Tennis Court|Golf Course|Bar|Pet Friendly,75
H8478,Holiday Inn Plaza Honolulu,Honolulu,Waterfront,0.8,1105,4.2,10584,Business Center|Kids Club|Cinema Room|Non-Smoking|Beach Access|Yoga Studio|Pool|Restaurant|Safe|Breakfast Included|Rooftop Lounge|Room Service|Pet Friendly,4
H8479,Lotte Phoenix City Center Inn,Phoenix,City Center,22.4,437,3.5,718,Business Center|Sauna|Coworking Space|Beach Access|Airport Shuttle|Spa|Minibar|Wheelchair Accessible|Laundry|Library|Pool,78
H8480,Okura Palace Rome,Rome,Testaccio,20.6,106,3.8,1224,Breakfast Included|Tennis Court|Sauna|Spa|Safe|Pool|Business Center,17
H8481,Ramada Airport Hotel Cairo,Cairo,Airport Area,0.6,136,4.2,1198,Restaurant|Concierge|Business Center|Parking|Pool|Golf Course|Minibar|Wheelchair Accessible,60
H8482,Belmond Inn Christchurch,Christchurch,Commercial Zone,33.6,129,4.1,615,Gym|Kids Club|Wheelchair Accessible|Coworking Space|Yoga Studio,68
H8483,COMO Accra Downtown Lodge,Accra,Downtown,16.2,1171,4.3,13888,Airport Shuttle|Wheelchair Accessible|Pool|Business Center|Safe|Restaurant|Minibar|WiFi|Pet Friendly|Golf Course|Breakfast Included|Parking|EV Charging|Sauna,72
H8484,Accor Warsaw Waterfront Residence,Warsaw,Waterfront,21.5,822,4.6,1882,Airport Shuttle|Wheelchair Accessible|Garden|WiFi|Cinema Room|Room Service|Golf Course|Breakfast Included|Hot Tub|Library|Safe|24hr Front Desk|Sauna|Kids Club|Kitchen,36
H8485,Renaissance Lodge Cebu,Cebu,Residential Area,9.0,409,4.6,5082,Tennis Court|Library|Kids Club|Kitchen|Sauna|Pet Friendly|Yoga Studio|Gym,65
H8486,Centara Suites Abu Dhabi,Abu Dhabi,Business District,2.7,248,4.6,9031,24hr Front Desk|Parking|Kitchen|EV Charging|Garden|Kids Club,62
H8487,COMO Chengdu Downtown Palace,Chengdu,Downtown,14.0,23,3.7,1094,Restaurant|Sauna|Laundry,16
H8488,APA Hotel Residence Athens,Athens,Suburbs,33.1,830,4.9,10383,Coworking Space|Pet Friendly|24hr Front Desk|Golf Course|Kids Club|Concierge|Kitchen|Balcony|Pool|Rooftop Lounge|Tennis Court|Cinema Room|Room Service|Hot Tub|Yoga Studio,55
H8489,Atlantis Vancouver Commercial Zone Resort,Vancouver,Commercial Zone,5.7,386,3.7,7382,24hr Front Desk|Yoga Studio|Breakfast Included|Bar|Wheelchair Accessible|Hot Tub|Business Center|Safe|Sauna|EV Charging|Balcony,67
H8490,Citadines Kathmandu Waterfront Airport Hotel,Kathmandu,Waterfront,32.7,93,3.6,1295,Minibar|Cinema Room|Hot Tub|Sauna,38
H8491,Westin Hotel Wellington,Wellington,Commercial Zone,25.4,279,3.6,7877,Sauna|Breakfast Included|Pool|Restaurant|Spa|Library|Coworking Space|Parking|Balcony,67
H8492,ibis Resort Edinburgh,Edinburgh,Commercial Zone,32.6,125,3.3,1281,Wheelchair Accessible|Beach Access|Cinema Room|Garden|Concierge|Tennis Court,17
H8493,Lotte City Hotel Bangkok,Bangkok,Thonglor,31.1,100,2.7,82,Laundry|Spa|Minibar|Room Service|Sauna,67
H8494,Atlantis Hotel Portland,Portland,Old Town,27.0,84,3.8,189,Business Center|Gym|Cinema Room|Wheelchair Accessible|Hot Tub|Laundry,30
H8495,Corinthia Sao Paulo Business District Resort,Sao Paulo,Business District,16.1,427,4.2,8278,24hr Front Desk|Pet Friendly|Library|Breakfast Included|Safe|Garden|WiFi|Rooftop Lounge|Airport Shuttle|Gym|EV Charging|Non-Smoking,76
H8496,Fraser Suites San Diego Old Town Lodge,San Diego,Old Town,15.7,232,4.6,3048,Balcony|Non-Smoking|Gym|Sauna|Library|Spa|Restaurant|Breakfast Included,49
H8497,Centara St Louis University Area Collection,St Louis,University Area,4.4,493,3.6,7346,Business Center|Kitchen|Spa|Airport Shuttle|Cinema Room|Laundry|Gym|Parking|Room Service|Yoga Studio,37
H8498,Grand Hyatt Palace Mumbai,Mumbai,Lower Parel,15.8,265,4.6,6839,Non-Smoking|Pet Friendly|Safe|Tennis Court|EV Charging|Coworking Space|Balcony|Beach Access|Gym|Laundry,15
H8499,Ritz-Carlton Collection Singapore,Singapore,Novena,3.8,84,4.0,3945,Bar|Pool|Coworking Space|Golf Course,18
H8500,Emaar Hospitality Beach Resort Suva,Suva,Downtown,32.0,353,3.6,1377,Business Center|Kitchen|Yoga Studio|Wheelchair Accessible|Tennis Court|Laundry|Room Service|Garden|Parking|Coworking Space|Beach Access,65
